ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
9534,test,brothers,الله اكبر الموت لامريكا الموت لاسرائيل اللعنه علي اليهود النصر للاسلام الله اكبر الموت لامريكا الموت لاسرائيل اللعنه علي اليهود النصر للاسلام الله اكبر الموت لامريكا الموت لاسرائيل اللعنه علي اليهود النصر للاسلام,"الله أكبر، النصر للإسلام، ومعارضة أمريكا وإسرائيل مستمرة.","الله أكبر، يسقط الاحتلال الأمريكي ويسقط الاحتلال الإسرائيلي. كفاية ظلم وعدوان، والحق مع قضايانا العادلة. النصر للإسلام وللمظلومين، والله أكبر.","الله أكبر، يسقط الاحتلال الأمريكي ويسقط الاحتلال الإسرائيلي. كفاية ظلم وعدوان، والحق مع قضايانا العادلة. النصر للإسلام وللمظلومين، والله أكبر.","الله أكبر، يسقط الاحتلال الأمريكي ويسقط الاحتلال الإسرائيلي. كفاية ظلم وعدوان، والحق مع قضايانا العادلة. النصر للإسلام وللمظلومين، والله أكبر.","الله أكبر، فلتسقط أمريكا، فلتسقط إسرائيل، والنصر للإسلام.","الله أكبر، أمريكا تسقط، إسرائيل تسقط، والنصر للإسلام.","الله أكبر، تسقط أمريكا، تسقط إسرائيل، والنصر للإسلام.","الله أكبر، تسقط أمريكا، تسقط إسرائيل، والنصر للإسلام."
9535,train,brothers,مايصير ريال معاشه تطلبين منه جنطه ب يا بنت اليهودي الريال بيقعد جم شهر يجمع عشان تكشخين علي افاه يا ام راس مربع,لا يصح أن تطلبي من شخص راتبه محدود أن يشتري لك حقيبة باهظة الثمن.,ما يصير تطلبين من رجل على قد حاله يشتري لك شنطة بهالسعر. الرجال يمكن يقعد كم شهر يجمع عشان بس تكشخين قدام الناس. خلونا نكون واقعيين ونراعي ظروف بعض.,ما بصير تطلبي من شب معاشه محدود يجيبلك شنطة بهيك سعر. الزلمة ممكن يقعد شهور يجمع بس عشان تفرجيها للناس. خلينا نراعي الظروف ونكون منطقيين.,مينفعش تطلبي من واحد دخله على قده يجيبلك شنطة بالسعر ده. الراجل ممكن يقعد شهور يجمع فلوس عشان بس تتشيكي قدام الناس. خلينا نبقى واقعيين ونراعي ظروف بعض.,"من غير المعقول أن تطلبي من رجل حقيبة باهظة الثمن، بينما راتبه لا يكفي. سيضطر لتوفير راتبه لعدة أشهر فقط لتتفاخري على حسابه.",مو معقول تطلبين من رجال شنطة غالية وراتبه يا دوب يكفيه. بيقعد شهور يجمع بس عشان تتكشخين على حسابه.,مش منطق تطلبي من زلمة شنطة غالية وهو راتبه يا دوب مكفيه. بده يقعد شهور يجمع بس عشان تتفشخري على ظهره.,مش معقول تطلبي من راجل شنطة غالية ومرتبه يا دوب مكفيه. ده هيقعد كام شهر يحوش بس عشان تتمنظري على قفاه.
9536,test,brothers,لان مسلمي تركستان ليسوا يهود ولا نصاري فلا بواكي وهكذا يفعل باهل الايمان في غالب بقاع الارض,"لأن مسلمي تركستان ليسوا يهوداً ولا نصارى فلا يجدون من يدافع عنهم، وهكذا يحدث لأهل الإيمان في كثير من بقاع الأرض.","لان مسلمين تركستان مو يهود ولا نصارى، ما حد مهتم فيهم، وهكذا يُعامل اهل الايمان في اغلب بقاع الارض.","لانه مسلمين تركستان لا يهود ولا نصارى، ما حدا بترحم عليهم، وهيك عم ينظلم اهل الايمان بمعظم بقاع الارض.","عشان مسلمين تركستان لا يهود ولا نصارى، محدش بيهتم بيهم، وده اللي بيحصل مع اهل الايمان في اغلب بقاع الارض.","لأن مسلمي تركستان ليسوا يهودًا ولا نصارى، يبدو أنهم لا يجدون من يبكي عليهم. وهذا هو الحال الذي يواجهه أهل الإيمان في معظم أنحاء العالم.","لأن مسلمي تركستان مو يهود ولا نصارى، للأسف ما أحد يهتم فيهم. وهذا اللي نشوفه دايم يصير مع أهل الإيمان في أغلب بقاع الأرض.","لأنو مسلمين تركستان مش يهود ولا نصارى، ما حدا عم يهتم بقضيتهم. وهاد اللي بنشوفه عم يتكرر مع أهل الإيمان بأغلب مناطق العالم.","عشان مسلمين تركستان مش يهود ولا مسيحيين، للأسف مفيش حد مهتم بقضيتهم. وده اللي بنشوفه بيحصل لأهل الإيمان في أغلب بلاد العالم."
9537,train,brothers,ريفاس ما انسجم مع خريبين ومع مختار ومع مجاهد ابن اليهوديه ذا يبغي يلعب بالنادي لوحده,"ريفاس لم ينسجم مع خريبين ولا مع مختار ولا مع مجاهد، ويبدو أنه يريد اللعب بمفرده في النادي.",ريفاس ما انسجم مع خريبين ولا مع مختار ولا مع مجاهد. ذا واضح يبغى يلعب لوحده بالنادي ويتجاهل الباقين.,ريفاس ما انسجم لا مع خريبين ولا مع مختار ولا حتى مع مجاهد. الزلمة شكله بده يلعب لحاله بالنادي ومش معتبر حدا.,ريفاس ما اتأقلمش مع خريبين ولا مع مختار ولا مع مجاهد. باين عليه عايز يلعب لوحده في النادي ومش حاطط حد في دماغه.,ريفاس لم ينسجم مع خريبين ومختار ومجاهد. يبدو أن الأخير يريد اللعب في النادي بمفرده.,ريفاس ما انسجم مع خريبين ومختار ومجاهد. هو يبغى يلعب بالنادي لحاله.,ريفاس ما انسجم مع خريبين ومختار ومجاهد. هاد بده يلعب بالنادي لحاله.,ريفاس ما انسجمش مع خريبين ومختار ومجاهد. ده عايز يلعب في النادي لوحده.
9538,train,brothers,خدعوك فقالوا ابن القيم قال ان الشيعه اشد خطرا علي الاسلام من اليهود بكل اسف تم تسويق هذا الكلام,"خدعوك عندما قالوا إن ابن القيم قال إن الشيعة أشد خطراً على الإسلام من اليهود، وللأسف تم الترويج لهذا الكلام.",خدعونا وقالوا إن ابن القيم قال إن الشيعة أشد خطراً على الإسلام من اليهود. للأسف تم تسويق هالكلام وكأنّه حقيقة.,ضللونا وحكوا إنو ابن القيم قال إن الشيعة أخطر على الإسلام من اليهود. وللأسف تم ترويج هالحكي كأنه ثابت.,ضحكوا علينا وقالوا إن ابن القيم قال إن الشيعة أخطر على الإسلام من اليهود. وللأسف الكلام ده اتسوق كأنه حقيقة.,"يتم تداول مقولة مغلوطة تُنسب لابن القيم، مفادها أن الشيعة أشد خطراً على الإسلام من اليهود. للأسف، يتم الترويج لهذا الكلام بشكل واسع.","يقولون لك كذب إن ابن القيم قال إن الشيعة أخطر على الإسلام من اليهود. وللأسف، هالكلام قاعد ينتشر ويتسوق.","ضحكوا عليكم وقالوا إنه ابن القيم حكى إن الشيعة أخطر على الإسلام من اليهود. وللأسف، هالحكي قاعد يتسوق وينتشر.","ضحكوا عليك وقالوا إن ابن القيم قال إن الشيعة أخطر على الإسلام من اليهود. وللأسف، الكلام ده بيتم تسويقه بشكل كبير."
9539,train,brothers,النصيريه استخدموه في الشام وهم كما وصفهم بن تيميه رحمه الله اكفر واشر من اليهود والنصاري,"استُخدم النصيريون في الشام، وقد وصفهم ابن تيمية رحمه الله بأنهم أشد خطراً من اليهود والنصارى.","الطائفة النصيرية استُخدمت في الشام، وأنا أرى مثل ما نُقل عن ابن تيمية رحمه الله أنهم أشد خطراً على عقيدة المسلمين من اليهود والنصارى.","الطائفة النصيرية تم استخدامها بالشام، وبرأيي وبالاستناد للي حُكي عن ابن تيمية رحمه الله، هم أخطر على عقيدة المسلمين من اليهود والنصارى.","الطائفة النصيرية اتوظفت في الشام، وأنا شايف وباللي اتنقل عن ابن تيمية رحمه الله إنهم أخطر على عقيدة المسلمين من اليهود والنصارى.","النصيرية استخدموه في الشام، وهم كما وصفهم ابن تيمية رحمه الله، يعتبرون من أشد الفرق انحرافًا وضلالًا.","النصيرية استخدموه في الشام، وهم مثل ما وصفهم ابن تيمية الله يرحمه، يعتبرون من أخطر الفرق انحراف وضلال.","النصيرية استخدموه بالشام، وهم زي ما وصفهم ابن تيمية الله يرحمه، يعتبروا من أشد الفرق انحراف وضلال.","النصيرية استخدموه في الشام، وهما زي ما ابن تيمية الله يرحمه وصفهم، بيعتبروا من أخطر الفرق انحراف وضلال."
9540,train,brothers,ابو علي علي شنو تبارك لهم نسيت هذولا شنو سووا هم والناطق الاعلامي السابق مالهم تري مانسينا اليهود,"أبو علي، على ماذا تبارك لهم؟ هل نسيت ما فعلوه هم وناطقهم الإعلامي السابق؟ نحن لم ننس ذلك.",ابو علي على ايش تبارك لهم؟ نسيت وش سووا هم والناطق الاعلامي السابق حقهم؟ ترى ما نسينا اللي صار.,ابو علي على شو عم تباركلهم؟ ناسي شو عملوا همة والناطق الاعلامي السابق تبعهم؟ احنا ما نسينا اللي صار.,يا ابو علي بتبارك لهم على ايه؟ ناسي عملوا ايه هما والناطق الاعلامي السابق بتاعهم؟ احنا ما نسيناش اللي حصل.,"أبا علي، لماذا تهنئهم؟ هل نسيت ما فعلوه هم وناطقهم الإعلامي السابق؟ إننا لم ننسَ اليهود.","يا ابو علي، وش تبارك لهم؟ نسيت وش سووا هم والناطق الإعلامي السابق مالهم؟ ترى ما نسينا اليهود.","يا ابو علي، ليش بتبارك لهم؟ نسيت شو عملوا هم والناطق الإعلامي السابق تبعهم؟ ترى ما نسينا اليهود.","يا ابو علي، ليه بتبارك لهم؟ نسيت هما عملوا إيه هم والناطق الإعلامي السابق بتاعهم؟ إحنا ما نسيناش اليهود."
9541,train,brothers,الله اكبر الموت لامريكا الموت لاسرائيل اللعنه علي اليهود🏻 النصر للاسلام,"الله أكبر، الموت لأمريكا، الموت لإسرائيل، اللعنة على اليهود، والنصر للإسلام.",الله أكبر. أرفض سياسات أمريكا وإسرائيل وأدين ما يرتكبونه من ظلم. النصر للإسلام.,الله أكبر. برفض سياسات أمريكا وإسرائيل وبندين الظلم اللي بصير. النصر للإسلام.,الله أكبر. برفض سياسات أمريكا وإسرائيل وبدين الظلم اللي بيحصل. النصر للإسلام.,"الله اكبر. لتسقط امريكا، لتسقط اسرائيل. النصر للاسلام.",الله اكبر. تسقط امريكا وتسقط اسرائيل. والنصر للاسلام.,الله اكبر. تسقط امريكا وتسقط اسرائيل. النصر للاسلام.,الله اكبر. تسقط امريكا وتسقط اسرائيل. النصر للاسلام.
9542,train,brothers,صهاينه الامارات يدعموالانقلاب وال يهود يدعموهم,"الإمارات تدعم الانقلاب، وآل سعود يدعمونها.","جهات في الامارات تدعم الانقلاب، وفي جهات يهودية تدعمهم بعد.","في جهات بالامارات عم تدعم الانقلاب، وكمان في جهات يهودية واقفة معهم.","في جهات في الامارات بتدعم الانقلاب، وكمان في جهات يهودية بتسندهم.","صهاينة الإمارات يدعمون الانقلاب، وتدعمهم جهات صهيونية.","الصهاينة اللي بالإمارات يدعمون الانقلاب، واليهود يساندونهم.","صهاينة الإمارات بدعموا الانقلاب، واليهود بدعموهم.","صهاينة الإمارات بيدعموا الانقلاب، واليهود بيدعموهم."
9543,train,brothers,حاسبوااميرموسوي هو يعتقد انه علي حق مؤوسس المذهب الشيعي هو اليهودي عبدالله بن سبا والبدعه تتفرق,"حاسبوا أمير موسوي، فهو يعتقد أن مؤسس المذهب الشيعي هو عبد الله بن سبأ، وأن البدع تؤدي إلى التفرق.","انتبهوا من امير موسوي، شايف نفسه على حق ويقول مؤسس المذهب الشيعي هو عبدالله بن سبأ اليهودي، والبدع تنتشر.","ديروا بالكم من امير موسوي، بفكر حاله عالحق وبيحكي انه مؤسس المذهب الشيعي هو عبدالله بن سبأ اليهودي، والبدع عم تنتشر.","خدوا بالكم من امير موسوي، فاكر نفسه على حق وبيقول إن مؤسس المذهب الشيعي هو عبدالله بن سبأ اليهودي، والبدع بتنتشر.","يجب محاسبة أمير موسوي، فهو يعتقد أنه على صواب. المؤسس للمذهب الشيعي هو اليهودي عبد الله بن سبأ، وهذه البدعة تسبب الفرقة.","لازم يحاسبون أمير موسوي، هو يشوف إنه صح. مؤسس المذهب الشيعي هو اليهودي عبد الله بن سبأ، والبدعة هذي تفرق الناس.","لازم يحاسبوا أمير موسوي، هو مقتنع إنه صح. مؤسس المذهب الشيعي هو اليهودي عبد الله بن سبأ، وهاي البدعة بتفرق.","لازم نحاسب أمير موسوي، هو فاكر إنه صح. مؤسس المذهب الشيعي هو اليهودي عبد الله بن سبأ، والبدعة دي بتفرق."
9544,train,brothers,كشفت صحيفه هارتس الاسرائيليه ان امير قطر تميمالعار التقي زعيم المنظمه الصهيونيه الاميركيه في الدوحه في اطار حمله قطريه من اجل نيل دعم اللوبي اليهودي في الولايات المتحده لتخفيف الضغط عليها فيما يتعلق بملف دعمها للارهاب والمنظمات الارهابيه قطرتمولالارهاب,كشفت صحيفة هآرتس الإسرائيلية إن أمير قطر تميم التقى زعيم المنظمة الصهيونية الأميركية في الدوحة ضمن حملة قطرية عشان كسب دعم اللوبي اليهودي في الولايات المتحدة لتخفيف الضغط عليها بخصوص ملف دعمها للإرهاب والمنظمات الإرهابية. قطر تمول الإرهاب.,كشفت صحيفة هآرتس الإسرائيلية إن أمير قطر تميم التقى زعيم المنظمة الصهيونية الأميركية في الدوحة ضمن حملة قطرية عشان كسب دعم اللوبي اليهودي في الولايات المتحدة لتخفيف الضغط عليها بخصوص ملف دعمها للإرهاب والمنظمات الإرهابية. قطر تمول الإرهاب.,صحيفة هآرتس الإسرائيلية كشفت إنه أمير قطر تميم اجتمع مع زعيم المنظمة الصهيونية الأميركية بالدوحة ضمن حملة قطرية لحتى يكسبوا دعم اللوبي اليهودي بأميركا لتخفيف الضغط عليهم بملف دعمهم للإرهاب والمنظمات الإرهابية. قطر بتمول الإرهاب.,صحيفة هآرتس الإسرائيلية كشفت إن أمير قطر تميم قابل زعيم المنظمة الصهيونية الأميركية في الدوحة في إطار حملة قطرية عشان يكسبوا دعم اللوبي اليهودي في أمريكا لتخفيف الضغط عليهم في ملف دعمهم للإرهاب والمنظمات الإرهابية. قطر بتموّل الإرهاب.,"كشفت صحيفة هآرتس الإسرائيلية أن أمير قطر تميم التقى زعيم المنظمة الصهيونية الأمريكية في الدوحة، في إطار حملة قطرية تهدف إلى نيل دعم اللوبي اليهودي في الولايات المتحدة، وذلك لتخفيف الضغط عليها بخصوص ملف دعمها للإرهاب والمنظمات الإرهابية. قطر تمول الإرهاب.","جريدة هآرتس الإسرائيلية كشفت أن أمير قطر تميم قابل رئيس المنظمة الصهيونية الأمريكية بالدوحة، ضمن حملة قطرية عشان تكسب دعم اللوبي اليهودي بأمريكا، وذلك لتخفيف الضغط عليها بخصوص ملف دعمها للإرهاب والتنظيمات الإرهابية. قطر تمول الإرهاب.","صحيفة هآرتس الإسرائيلية كشفت إنه أمير قطر تميم التقى بزعيم المنظمة الصهيونية الأمريكية بالدوحة، ضمن حملة قطرية عشان تاخذ دعم اللوبي اليهودي بأمريكا، لتخفيف الضغط عليها بخصوص ملف دعمها للإرهاب والتنظيمات الإرهابية. قطر بتمول الإرهاب.","جريدة هآرتس الإسرائيلية كشفت إن أمير قطر تميم قابل زعيم المنظمة الصهيونية الأمريكية في الدوحة، ضمن حملة قطرية عشان تاخد دعم اللوبي اليهودي في أمريكا، عشان تخفف الضغط عليها بخصوص ملف دعمها للإرهاب والتنظيمات الإرهابية. قطر بتمول الإرهاب."
9545,train,brothers,ما الفرق بين اليهود وال سعود لا فرق اليهود قتلوا شعب فلسطين وحاصروهم وال سعود قتلوا شعب اليمن وحاصروهم وجهان لعمله واحده,"ما الفرق بين اليهود وآل سعود؟ لا فرق في رأيي، فاليهود قتلوا وحاصروا الفلسطينيين، وآل سعود قتلوا وحاصروا اليمنيين، وهما وجهان لعملة واحدة.","وش الفرق بين اللي صار من الاحتلال ضد الفلسطينيين وبين سياسات آل سعود في اليمن؟ هناك قصف وحصار في فلسطين، وهنا حرب وحصار في اليمن. بالنهاية النتيجة وحدة: شعوب تدفع الثمن.",شو الفرق بين اللي عمله الاحتلال بحق شعب فلسطين من قتل وحصار وبين سياسات آل سعود باليمن من حرب وحصار؟ بالنهاية نفس الصورة: الشعوب هي اللي عم تدفع الثمن.,إيه الفرق بين اللي بيعمله الاحتلال في فلسطين من قصف وحصار وبين سياسات آل سعود في اليمن من حرب وحصار؟ النتيجة واحدة في الآخر: الشعوب هي اللي بتدفع التمن.,"ما الفرق بين اليهود وآل سعود؟ لا أرى فرقاً. اليهود قتلوا وحاصروا شعب فلسطين، وآل سعود قتلوا وحاصروا شعب اليمن. إنهما وجهان لعملة واحدة.","وش الفرق بين اليهود وآل سعود؟ ما فيه فرق. اليهود ذبحوا وحاصروا أهل فلسطين، وآل سعود ذبحوا وحاصروا أهل اليمن. كلهم وجهين لعملة وحدة.","شو الفرق بين اليهود وآل سعود؟ ما في فرق. اليهود قتلوا وحاصروا أهل فلسطين، وآل سعود قتلوا وحاصروا أهل اليمن. هم وجهين لعملة وحدة.","إيه الفرق بين اليهود وآل سعود؟ مفيش فرق. اليهود قتلوا وحاصروا أهل فلسطين، وآل سعود قتلوا وحاصروا أهل اليمن. هما وشين لعملة واحدة."
9546,train,S-Tweets,الشعب الجنوبي دخل موسوعه غينيس للفتاوي التكفيريه من حزب الاصلاح الاخونجي ومنضومه الاحتلال اليمني الزيدي,دخل الشعب الجنوبي موسوعة غينيس لكثرة الفتاوى التكفيرية الصادرة من حزب الإصلاح ومنظومة الاحتلال اليمني الزيدي.,الشعب الجنوبي صار مثال على كم الفتاوى التكفيرية اللي تطلع من حزب الإصلاح ومن منظومة الاحتلال اليمني الزيدي.,الشعب الجنوبي صار مثال لكمية الفتاوى التكفيرية اللي عم تطلع من حزب الإصلاح ومن منظومة الاحتلال اليمني الزيدي.,الشعب الجنوبي بقى مثال على كم الفتاوى التكفيرية اللي بتطلع من حزب الإصلاح ومن منظومة الاحتلال اليمني الزيدي.,الشعب الجنوبي دخل موسوعة غينيس للأرقام القياسية في الفتاوى التكفيرية الصادرة عن حزب الإصلاح الإخواني ومنظومة الاحتلال اليمني الزيدي.,"الشعب الجنوبي دخل موسوعة غينيس للفتاوى التكفيرية، وكلها من حزب الإصلاح الإخواني ومنظومة الاحتلال اليمني الزيدي.",الشعب الجنوبي دخل موسوعة غينيس من كثرة الفتاوى التكفيرية اللي بتصدر بحقه من حزب الإصلاح الإخواني ومنظومة الاحتلال اليمني الزيدي.,"الشعب الجنوبي دخل موسوعة غينيس للفتاوى التكفيرية، وكل ده جاي من حزب الإصلاح الإخواني ومنظومة الاحتلال اليمني الزيدي."
9547,train,S-Tweets,يجب احتثاث ما تبقي من خلايا هيمنه الصحوه من المحرضين ومثيري الفتن,يجب إزالة ما تبقى من نفوذ الصحوة ومن المحرضين ومثيري الفتن.,"لازم ننهي ما تبقى من نفوذ جماعة الصحوة وأفكارهم، خصوصاً المحرضين ومثيري الفتن اللي لسه يحاولون يأثرون على الناس.","لازم نخلص من بقايا نفوذ جماعة الصحوة وأفكارهم، خصوصاً اللي بيحرّضوا وبنشروا الفتنة ولسّه بحاولوا يأثروا على الناس.","لازم ننهي اللي فاضل من نفوذ جماعة الصحوة وأفكارهم، خاصة المحرّضين ومثيري الفتن اللي لسه بيحاولوا يأثروا على الناس.",يجب اجتثاث ما تبقى من خلايا هيمنة الصحوة من المحرضين ومثيري الفتن.,"لازم نقضي على اللي باقي من خلايا الصحوة المهيمنة، اللي هم المحرضين ومثيري الفتن.","لازم نقتلع اللي ضايل من خلايا هيمنة الصحوة، اللي هم المحرضين ومثيري الفتن.","لازم نقضي على اللي فاضل من خلايا الصحوة المسيطرة، اللي هما المحرضين ومثيري الفتن."
9548,train,brothers,قريبا بالواتس 🔴 بنات انتبهوا السيارات الجديده فيها كاميرا بالطبلون الله يحرق اليهود ويحفظ بنات المسلمين,"قريباً على واتساب: انتبهوا، السيارات الجديدة تحتوي على كاميرات في لوحة القيادة، حفظ الله بنات المسلمين.","قريبا بالواتس 🔴 بنات انتبهوا، السيارات الجديدة فيها كاميرا بالطبلون. الله يحفظ بنات المسلمين.","قريب رح ينتشر بالواتس 🔴 يا بنات ديروا بالكم، في سيارات جديدة فيها كاميرا بالطبلون. الله يحفظ بنات المسلمين.","قريب على الواتس 🔴 يا بنات خدوا بالكم، العربيات الجديدة فيها كاميرا في التابلوه. ربنا يحفظ بنات المسلمين.","تنبيه هام وصل عبر واتساب 🔴 يا بنات، انتبهن! السيارات الحديثة مزودة بكاميرات في لوحة القيادة. نسأل الله أن يحفظ بنات المسلمين.",وصلنا تنبيه مهم بالواتس 🔴 يا بنات انتبهوا! السيارات الجديدة فيها كاميرات بالطبلون. والله يحفظ بنات المسلمين.,تنبيه وصل عالواتس 🔴 يا بنات ديروا بالكم! السيارات الجديدة فيها كاميرات بالتابلو. والله يحفظ بنات المسلمين.,تنبيه وصل على الواتس 🔴 يا بنات خدوا بالكم! العربيات الجديدة فيها كاميرات في التابلوه. وربنا يحفظ بنات المسلمين.
9549,train,brothers,انا اولكم وباذن الله كل التوفيق ل اوراوا الياباني علي النادي اليهودي القذر السبتكلناضدالهلال,"أنا أولكم، وبإذن الله كل التوفيق لأوراوا الياباني أمام الهلال يوم السبت.","انا اول الداعمين، وباذن الله كل التوفيق لاوراوا الياباني ضد الهلال يوم السبت.","انا اول واحد بدعم، وباذن الله كل التوفيق لاوراوا الياباني ضد الهلال يوم السبت.","انا اول واحد في الصف، وباذن الله كل التوفيق لاوراوا الياباني ضد الهلال يوم السبت.","انا اول الداعمين، وبإذن الله كل التوفيق لنادي اوراوا الياباني امام الهلال يوم السبت. #كلنا_ضد_الهلال","انا اولكم، وباذن الله كل التوفيق لـ اوراوا الياباني ضد الهلال يوم السبت. #كلنا_ضد_الهلال","انا اولكم، وان شاء الله كل التوفيق لـ اوراوا الياباني ضد الهلال يوم السبت. #كلنا_ضد_الهلال","انا معاكم من الاول، وان شاء الله كل التوفيق لـ اوراوا الياباني قدام الهلال يوم السبت. #كلنا_ضد_الهلال"
9550,train,brothers,قالها الاكسبشني عنخيركم ما تنامون عنخيركم شنو يهود انتوا يهود,قالها المذيع: هل أنتم يهود حتى لا تنامون؟,قالها الاكسبشني: عن خيركم ما تنامون؟ عن خيركم؟ شنو السالفة؟,حكاها الاكسبشن: عن خيركم ما بتناموا؟ عن خيركم؟ شو القصة؟,قالها الاكسبشن: عن خيركم ما بتناموش؟ عن خيركم؟ إيه الحكاية؟,"قالها الاستثنائي: لمصلحتكم ما تنامون. لمصلحتكم، هل أنتم متآمرون؟ أنتم متآمرون!","قالها الاكسبشني: عن خيركم ما تنامون. عن خيركم، وش أنتم متآمرين؟ أنتم متآمرين!","قالها الاكسبشني: عشان مصلحتكم ما تناموا. عشان مصلحتكم، شو أنتم متآمرين؟ أنتم متآمرين!","قالها الاكسبشني: عشان مصلحتكم ما تناموش. عشان مصلحتكم، إيه، أنتم متآمرين؟ أنتم متآمرين!"
9551,dev,brothers,مفتي السعوديه حماس ارهابيه وقتال اليهود حرام شرعا ووزير صهيوني يدعوه لزياره اسرائيل,"مفتي السعودية يعتبر حماس منظمة إرهابية وقتال اليهود محرماً شرعاً، بينما يدعوه وزير إسرائيلي لزيارة إسرائيل.","مفتي السعودية يقول حماس جماعة إرهابية وقتال اليهود حرام شرعاً، ووزير إسرائيلي يدعوه لزيارة إسرائيل.","مفتي السعودية بحكي إنو حماس منظمة إرهابية وقتال اليهود حرام شرعاً، ووزير إسرائيلي بدعيه يزور إسرائيل.","مفتي السعودية بيقول إن حماس منظمة إرهابية وقتال اليهود حرام شرعاً، ووزير إسرائيلي بيدعوه لزيارة إسرائيل.","مفتي السعودية يصرح بأن حماس منظمة إرهابية، وأن قتال اليهود محرم شرعاً، بينما يدعوه وزير صهيوني لزيارة إسرائيل.","مفتي السعودية يقول حماس إرهابية وقتال اليهود حرام شرعاً، ووزير صهيوني يدعوه يزور إسرائيل.","مفتي السعودية بحكي حماس إرهابية وقتال اليهود حرام شرعاً، ووزير صهيوني عم يدعوه لزيارة إسرائيل.","مفتي السعودية بيقول حماس إرهابية وقتال اليهود حرام شرعاً، ووزير صهيوني بيدعوه يزور إسرائيل."
9552,train,S-Tweets,هذا الشعار رفعه حزب الاصلاح ابان ثوره فبراير م وكنا نعرف انهم كاذبين بعدها في خطب السيء عبدالملك الحوثي قائلا انه سيكون هناك حلا عادلا لقضيه الجنوب وعرفنا ان الغزو الحوثي الارهابي للجنوب في كان مقصده اليوم ونحن في حزب الاصلاح الارهابي يقود حرب ضد الجنوب,"رفع حزب الإصلاح هذا الشعار خلال ثورة فبراير، وكنا نعلم أنه غير صادق، ثم جاء خطاب عبد الملك الحوثي حول الحل العادل لقضية الجنوب، وتبين لاحقاً أن الغزو الحوثي للجنوب كان مقصوداً، واليوم يقود حزب الإصلاح حرباً ضد الجنوب.","هذا الشعار رفعه حزب الاصلاح وقت ثورة فبراير وكنا نعرف انهم غير صادقين. بعدين طلع عبدالملك الحوثي في خطاباته يقول بيكون في حل عادل لقضية الجنوب، ووقتها فهمنا ان غزو الحوثي للجنوب كان له هدف معروف. واليوم حزب الاصلاح يقود حرب ضد الجنوب.","هاد الشعار رفعه حزب الاصلاح بوقت ثورة شباط وكنا عارفين انهم مش صادقين. بعدين طلع عبدالملك الحوثي بخطابات يحكي انه رح يكون في حل عادل لقضية الجنوب، وفهمنا وقتها انه غزو الحوثي للجنوب كان الو مقصد واضح. واليوم حزب الاصلاح عم يقود حرب ضد الجنوب.","الشعار ده رفعه حزب الإصلاح وقت ثورة فبراير وكنا عارفين إنهم مش صادقين. بعدين عبدالملك الحوثي طلع في خطب وقال هيبقى في حل عادل لقضية الجنوب، وساعتها فهمنا إن غزو الحوثي للجنوب كان له غرض واضح. والنهارده حزب الإصلاح بيقود حرب ضد الجنوب.","هذا الشعار رفعه حزب الإصلاح إبان ثورة فبراير، وكنا ندرك أن وعودهم لم تكن صادقة. بعدها، في خطابات عبدالملك الحوثي، قيل إنه سيكون هناك حل عادل لقضية الجنوب. وأدركنا أن اجتياح الحوثيين للجنوب كان مقصوداً ويهدف لما نراه اليوم. واليوم، نرى حزب الإصلاح يقود حرباً ضد الجنوب.","هذا الشعار رفعه حزب الإصلاح وقت ثورة فبراير، وكنا عارفين إنهم مو صادقين. بعدها، في خطابات عبدالملك الحوثي، قالوا بيكون فيه حل عادل لقضية الجنوب. وعرفنا إن اجتياح الحوثيين للجنوب كان مقصود وهدفه اللي نشوفه اليوم. واليوم، نشوف حزب الإصلاح قاعد يقود حرب ضد الجنوب.","هاد الشعار رفعه حزب الإصلاح أيام ثورة فبراير، وكنا عارفين إنهم ما كانوا صادقين. بعدها، بخطابات عبدالملك الحوثي، حكوا إنه رح يكون فيه حل عادل لقضية الجنوب. وعرفنا إنه اجتياح الحوثيين للجنوب كان مقصود وهدفه اللي بنشوفه اليوم. واليوم، بنشوف حزب الإصلاح عم يقود حرب ضد الجنوب.","الشعار ده رفعه حزب الإصلاح وقت ثورة فبراير، وكنا عارفين إنهم مش صادقين. بعدها، في خطابات عبدالملك الحوثي، قالوا إنه هيكون فيه حل عادل لقضية الجنوب. وعرفنا إن اجتياح الحوثيين للجنوب كان مقصود وهدفه اللي بنشوفه النهاردة. والنهاردة، بنشوف حزب الإصلاح بيقود حرب ضد الجنوب."
