ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox
8429,train,MLMA,لا نريد خنازير,لا نريد هؤلاء الأشخاص.,ما نبي هالشيء وما نقبله بيننا,ما بدنا هالشي وما منقبله عنا,احنا مش عايزين الحاجة دي ومش قابلينها عندنا
8430,dev,MLMA,ليش من فتح المجال لايران ان تدخل في سوريا ولبنان واليمن والعراق غيركم انتم يا خنازير البيت الابيض وتل ابيب المجس,من الذي فتح المجال لإيران للتدخل في سوريا ولبنان واليمن والعراق غيركم أنتم في البيت الأبيض وتل أبيب؟,ليش من فتح المجال لايران تتدخل في سوريا ولبنان واليمن والعراق غيركم يا أهل البيت الأبيض وتل أبيب؟,ليش اللي فتحوا المجال لإيران تتدخل بسوريا ولبنان واليمن والعراق غيركم يا جماعة البيت الأبيض وتل أبيب؟,هو مين اللي فتح السكة لإيران تتدخل في سوريا ولبنان واليمن والعراق غيركم يا ناس البيت الأبيض وتل أبيب؟
8431,train,MLMA,لقتل اهل اليمن يا شارب بول البعير يا زق الصحراء,لقتل أهل اليمن أيها المؤيد للحرب في الصحراء.,لقتل اهل اليمن؟ تصرفك مرفوض ومخزٍ وما يعكس الا قسوة وظلم. عيب اللي قاعد يصير والناس ما هي لعبة بيدك.,لقتل اهل اليمن؟ هاد فعل مرفوض ومخزي وبيدل على قسوة وظلم. عيب اللي عم بصير والناس مو لعبة بإيدك.,لقتل اهل اليمن؟ تصرف مرفوض ومخزي وبيعكس قسوة وظلم. عيب اللي بيحصل والناس مش لعبة في إيدك.
8432,train,MLMA,بول البعير ضرب عقول العالم,بول البعير أثّر في عقول الناس.,سالفة بول البعير لعبت بعقول العالم,قصة بول البعير خربطت عقول العالم,حكاية بول الجمل لخبطت عقول الناس
8433,train,MLMA,ابناء الهنود والبنغال يتكلمون شاربي بول البعير المغرب اشرف من امهاتكم,"أبناء الهنود والبنغال يتحدثون عن شاربي بول البعير، بينما المغرب أشرف منكم.","بعض عيال الجاليات صاروا يتكلمون عن المغرب بكلام مستفز ومسيء. المغرب أشرف من كل هالكلام الرخيص، واحترموا أنفسكم واحترموا بلد الناس.","في ناس من الجاليات صارت تحكي عن المغرب بحكي مستفز ومهين. المغرب أشرف من هيك حكي رخيص، احترموا حالكم واحترموا بلد الناس.","في ناس من الجاليات بقت تتكلم عن المغرب بكلام مستفز ومهين. المغرب أشرف من القلة دي، واحترموا نفسكم واحترموا بلد الناس."
8434,train,MLMA,ما عاد راح يصيرون خنازير اذا دربهم مع الاسف,"لن يصبحوا سيئين إذا تم تدريبهم، مع الأسف.","ما عاد راح يتغيرون لو يدربهم، للأسف.","ما رح يتبدلوا حتى لو دربهم، للأسف.","مش هيتغيروا حتى لو دربهم، للأسف."
8435,train,MLMA,اصمت يا ابن جهاد النكاح يا شارب بول البعير,"اصمت، فأنت تردد اتهامات لا أساس لها.","اسكت وخل كلامك عن الاشياء المخجلة، اسلوبك مستفز وما يليق.","اسكت وخف علينا من هالحكي المخجل، اسلوبك مستفز وما بنقبله.","اسكت وخليك محترم، اسلوبك مستفز وكلامك عيب."
8436,train,MLMA,الخنزير دائما قذر وانت من خنازير المجاري التي تتلذذ بالاوساخ فانت ومن معك انمسخت اراوحكم فمنكم قرده ومنكم من علي شا,"الشخص القذر يبقى قذراً، وأنت من الأشخاص الذين ينجذبون إلى السلوكيات السيئة ويتلذذون بها.","سلوكك دائمًا مسيء ومليان قذارة معنوية، وأنت وغيرك تتفاخرون بهالأشياء المعيبة. تصرفاتكم فقدت إنسانيتها، وفيكم من يتمادى بالإساءة وفيكم من يتكبر على الناس.","تصرفاتك دايمًا مسيئة ومليانة قذارة معنوية، وإنت وإللي معك بتتباهوا بهالشغلات المعيبة. أخلاقكم صارت بعيدة عن الإنسانية، في ناس منكم بتتمادى بالإساءة وفي ناس بتتعالى على العالم.","سلوكك دايمًا مسيء ومليان قذارة معنوية، وإنت واللي معاك بتتباهوا بالحاجات المعيبة دي. تصرفاتكم بقت بعيدة عن الإنسانية، في منكم اللي بيتمادى في الإساءة وفي اللي بيتعالى على الناس."
8437,train,MLMA,زيدي ناقص اصلك مجوسي من بلاد السد,أنت تفتقر إلى الأصل الكريم وتعود إلى بلاد السد.,"موقفك طائفي ومرفوض، وكلامك يوصل رسالة كراهية ما لها مكان بيننا.","حكيك طائفي ومرفوض، وعم ينشر كراهية ما إلها محل بينا.","كلامك طائفي ومرفوض، وبينشر كراهية مالهاش مكان بينا."
8438,dev,MLMA,هو ودولته وكل الخليج لايساوو شسع نعل طفل يمني محاصر بهولاء السفله خنازير الخليج,هو ودولته وكل الخليج لا يساوون شيئاً مقارنة بمعاناة طفل يمني محاصر بسبب هؤلاء الأشخاص.,هو ودولته وكل الخليج ما يسوون حتى قيمة نعل طفل يمني محاصر بسببهم. مسؤولين الخليج خذلوا اليمن وأهانوه.,هو ودولته وكل دول الخليج ما بيساووا حتى قيمة نعل طفل يمني محاصر بسببهم. قيادات الخليج خذلوا اليمن وأهانوه.,هو ودولته وكل الخليج ما يساووش حتى قيمة نعل طفل يمني محاصر بسببهم. قيادات الخليج خذلت اليمن وأهانته.
8439,dev,MLMA,فعلا احاسيس خنزير يا اميرتي انا احبك يا مستقبل الامارات وبعدين تعالي اخطفيني هالحياه تعبتني,"فعلاً هذا شعور سيئ يا أميرتي، أنا أحبك يا مستقبل الإمارات، وتعالي أنقذيني من هذه الحياة التي أتعبتني.","فعلا احساسك جميل يا اميرتي، انا احبك يا مستقبل الامارات. وبعدين تعالي خذيني من هالحياة، تعبتني.","عنجد احساسك حلو يا اميرتي، بحبك يا مستقبل الامارات. وبعدين تعي خذيني من هالحياة، تعبتني.","بجد إحساسك جميل يا أميرتي، أنا بحبك يا مستقبل الإمارات. وبعدين تعالي خذيني من الحياة دي، تعبتني."
8440,train,MLMA,لاتلعب بنار يامجوسي مع سني بتحرء اصابيعك خزها عبره ياابن لمتعه ليمازه لخميني لعنه الله سرهو في جنازتهي وكل من شهاده,"لا تعبث مع شخص سني، وخذ العبرة ممن سبقك، ولعنة الله على الخميني وكل من سار على نهجه.","لا تلعب بالنار يا هذا. مع السني بتحرق أصابعك. خذها عبرة، واعتبر من مصير من تتبعونهم. كشف الله المستور في جنازته وكل من دعمه.","لا تلعب بالنار يا هالزلمة. مع السني بتحرق أصابعك. خذها عبرة، واتعلم من مصير اللي بتتبعوهم. ربنا كشف المستور بجنازته وكل اللي وقفوا معه.",بلاش تلعب بالنار يا عم. مع السني هتتحرق صوابعك. خليها عبرة واتعلم من مصير اللي ماشيين وراه. ربنا كشف المستور في جنازته وكل اللي ساندوه.
8441,train,MLMA,اد متحكي بتضل جحش بدوي ابو داشداشه شاراب بول البعير ابو خيمه د,مهما تحدثت ستبقى شخصاً بدوياً بسيطاً في نظركم.,قد ما تتكلم تظل واحد متعصب تفكيرك بدوي قديم وما عندك احترام للنقاش.,قد ما تحكي رح تضل واحد متعصب وتفكيرك بدوي قديم وما عندك احترام للحوار.,قد ما تتكلم هتفضل واحد متعصب وتفكيرك بدوي قديم ومش عارف تحترم الحوار.
8442,train,MLMA,علي اي دين اي مله هذا خنزير من ال سلوك قسم بالله الاسلام بريئ منكم ومن افعالكم لعنكم الله,إلى أي دين أو ملة ينتمي هذا الشخص؟ فالإسلام بريء من هذه الأفعال.,"على اي دين واي ملة يتصرف هذا الشخص من آل سلوك؟ اقسم بالله الاسلام بريء منكم ومن افعالكم، حسبي الله ونعم الوكيل.","على اي دين واي ملة بتتصرفوا هيك يا آل سلوك؟ والله الاسلام بريء منكم ومن افعالكم، حسبي الله ونعم الوكيل.","على اي دين واي ملة التصرف ده من آل سلوك؟ والله الاسلام بريء منكم ومن افعالكُم، حسبي الله ونعم الوكيل."
8443,train,MLMA,اعطي لمهم احفاد بول البعير ابناء البنغاديشيين,"أعطوهم ما يستحقون، فهم في نظري لا يملكون أي مكانة.","اعطوهم حقهم يا جماعة، كفاية تعالي على الناس واحتراموا الجميع بدون تمييز.","اعطوهم حقهم يا جماعة، وخلّونا نحترم الكل بدون ما نتهجّم على أي حدا.","ادّوهم حقهم يا جماعة، وكفاية تقليل من الناس واحترموا الكل من غير تمييز."
8444,train,MLMA,هذه نماذج من خنازير الخليج اعداء فلسطين والعروبه والاسلاميه,هذه نماذج من أشخاص في الخليج يُنظر إليهم كأعداء لفلسطين والعروبة والإسلام.,"هذه نماذج من أدوات التطبيع في الخليج، أعداء فلسطين والعروبة والإسلامية","هاي نماذج من جماعات التطبيع بالخليج، أعداء فلسطين والعروبة والإسلامية","دي نماذج من جماعات التطبيع في الخليج، أعداء فلسطين والعروبة والإسلامية"
8445,train,MLMA,والله يكفينا شر الحريم,والله يكفينا شر بعض النساء.,والله يكفينا شر المشاكل اللي تصير بين بعضنا,الله يكفينا شر المشاكل اللي بتصير بين الناس,يا رب يكفينا شر المشاكل اللي بتحصل بيننا
8446,train,MLMA,مشاء الله عليكم ولي تحت امركم يمشون قد استلمو والمرتبات ي خنازير,"ما شاء الله عليكم، ومن يعمل تحت إدارتكم يتقاضى راتبه بانتظام.","ما شاء الله عليكم، واللي تحت أمركم يمشون، قد استلموا والرواتب وينها؟ هذا استغلال واضح.","ما شاء الله عليكم، واللي تحت أمركم بيمشوا، استلموا وبعدين الرواتب وينها؟ هاد استغلال واضح.","ما شاء الله عليكم، واللي تحت أمركم ماشيين، استلموا وبعدين فين المرتبات؟ ده اسمه استغلال صريح."
8447,train,MLMA,مبين عليك سكران من بول البعير يا بعير العمائم المتخلفه احذيتها افهم من هذا الخرفان ا,"يبدو أنك فاقد للوعي، وكلامك غير منطقي.","واضح انك تتكلم بكلام غير منطقي وتردد عبارات مسيئة. يا جماعة العمائم، مواقفكم وتصرفاتكم تثير الاستغراب، وحتى اتباعكم صاروا يرددون نفس الكلام بدون وعي.","شكل الحكي عندك مش منطقي وفيه اساءة. يا جماعة العمائم، مواقفكم وتصرفاتكم غريبة، وحتى اللي بتتبعوكم صايرين يكرروا نفس الحكي بدون تفكير.","واضح ان كلامك مش منطقي وفيه إساءة. يا جماعة العمائم، مواقفكم وتصرفاتكم غريبة، وحتى اللي بيتبعوكم بقوا يكرروا نفس الكلام من غير تفكير."
8448,train,MLMA,وتتشدق متبرجه وتجادل وتناقش بكل وقاحه,تتحدث وهي متبرجة وتجادل وتناقش بكل جرأة.,وتطلع بكل جرأة وتتجادل وتناقش بشكل مستفز,وبتطلع بكل جرأة وبتجادل وبتناقش بطريقة مستفزة,وبتطلع بكل جرأة وتجادل وتناقش بطريقة مستفزة
8449,train,MLMA,مصر مقبره الخنازير الامن يثار ويفرم خنزير وجاري البحث عن الباقي طوبي للشهداء الابرار شهداء الدير بالمنيا,"مصر مقبرة المجرمين، وتمت ملاحقة أحدهم، والبحث مستمر عن الآخرين، وطوبى لشهداء الدير في المنيا.","مصر تمر بظروف صعبة، والأمن يتحرك بسرعة ويمسك بالمجرم الرئيسي، وجارٍ ملاحقة الباقين. طوبى للشهداء الأبرار، شهداء الدير بالمنيا.","مصر بظرف صعب، والأمن تحرك بسرعة ومسك المجرم الرئيسي، وعم يلاحقوا الباقي. طوبى للشهداء الأبرار، شهداء الدير بالمنيا.","مصر في ظرف صعب، والأمن اتحرك بسرعة وقبض على المجرم الرئيسي، وجارِ ملاحقة الباقيين. طوبى للشهداء الأبرار، شهداء الدير بالمنيا."
8450,dev,MLMA,لست سوي حثاله مثل اسيادك ايها الخنزير المتشرد طبل اجوف تردد مايقولون ارعبكم محمد بن,"لست سوى شخص قليل الشأن يردد ما يقوله الآخرون، ويبدو أن محمد بن سلمان أثار قلقكم.","انت مجرد تابع لاسيادك، تردد ما يقولونه بلا رأي حقيقي. أرعبكم محمد بن...","انت ما عندك موقف مستقل، بس بتكرر حكي اسيادك. خوّفكم محمد بن...",انت ماشي ورا اسيادك وبتعيد كلامهم من غير رأي منك. مرعبكم محمد بن...
8451,train,MLMA,خنازير الجزيره تربيه يهود,قناة الجزيرة صارت أداة بيد الصهاينة وتخدم أجنداتهم.,قناة الجزيرة صارت أداة بيد الصهاينة وتخدم أجنداتهم.,الجزيرة صارت أداة بإيد الصهاينة وبتخدم أجنداتهم.,الجزيرة بقت أداة في إيد الصهاينة وبتخدم أجندتهم.
8452,train,MLMA,خنازير الجزيره العبريه,الجزيرة العبرية.,"قناة الجزيرة العبرية ناوين يضللون الناس ويخدمون أجنداتهم، كل يوم يثبتون انحيازهم.","الجزيرة العبرية شغلهم تضليل وترويج لأجندات معيّنة، وعم يثبتوا انحيازهم يوم بعد يوم.","الجزيرة العبرية شغلها تضليل وخدمة أجندات معينة، وكل يوم بتأكد انحيازها."
8453,train,MLMA,علي شنو نحسدك علي بول البعير الي تشربه لو علي النعال الي تلبسه لو علي ثقافتك البعروريه,على ماذا نحسدك؟ على أسلوب حياتك أم على ثقافتك؟,على وش نحسدك؟ على عاداتك اللي تتباهى فيها ولا على أسلوبك في التعامل ولا على طريقة طرحك؟,على شو بدك نغار منك؟ على التصرفات اللي معتبرها إنجاز ولا على أسلوبك بالحكي ولا على طرحك للمواضيع؟,هنغير منك على إيه؟ على العادات اللي بتتفاخر بيها ولا على أسلوبك في التعامل ولا على طريقة كلامك وطرحك؟
8454,train,MLMA,وانت خنزير ماله الا الشبك سلم العالم من ارهابكم بعد الاغلاق ولن يفتح,"وأنت شخص مؤذٍ، وقد أُغلق المجال أمام إرهابكم ولن يُفتح مجدداً.","وانت ما لك مكان بين الناس، مكانك خلف الشبك. خلوا العالم في امان من ممارساتكم اللي تروّعون فيها الناس بعد الاغلاق، وما راح ينفتح.","وانت ما الك محل بين الناس، مكانك ورا الشبك. خلّوا العالم بسلام من تصرفاتكم اللي بتخوف الناس بعد الاغلاق، وما رح ينفتح.","وانت مالكش مكان وسط الناس، مكانك ورا الشبك. سيبوا العالم في أمان من تصرفاتكم اللي بترهبوا بيها الناس بعد الإغلاق، ومش هيتفتح."
8455,train,MLMA,محامي ايش محامي خنازير او قرود,أي نوع من المحامين هذا؟,محامي ايش هذا؟ محامي يدافع عن تصرفات مخزية؟,محامي شو هاد؟ محامي بيدافع عن تصرفات مخزية؟,محامي إيه ده؟ محامي بيدافع عن تصرفات مخزية؟
8456,dev,MLMA,هاي طالع جزء منكم وهما مصدكين نفسهم دوله تبا لكم يا شاربي بول البعير,"هذا جزء منكم، ومع ذلك يظنون أنفسهم دولة عظيمة.","هاي، طالع جزء منكم ومصدقين نفسهم دولة. فعلاً وضعكم غريب.","هاي، في جزء منكم طالع ومفكرين حالهم دولة. عنجد وضعكم غريب.","هاي، في جزء منكم طالعين ومصدقين نفسهم دولة. بجد وضعكم غريب."
8457,train,MLMA,طلع صوتكم يا شاربي بول البعير شفناكم باليمن سنين و مش قادرين الا عالاطفاال تهربون مثل ال,"رفعتم أصواتكم، لكن ما حدث في اليمن أظهر عجزكم، ولم تتمكنوا إلا من استهداف الأطفال.","ارفعوا صوتكم يا اللي دايم تتفاخرون بالشعارات، شفناكم في اليمن سنين وما قدرتوا إلا على الأطفال، وتنسحبون أول ما تصير الجد.","علّوا صوتكم يا اللي طول وقتكم شعارات، شفناكم باليمن سنين وما قدرتوا غير عالولاد، وبترجعوا بتنسحبوا أول ما تصير الجد.","علّوا صوتكم يا بتوع الشعارات، شفناكم في اليمن سنين ومش عارفين غير على العيال، وأول ما الجد بيحصل بتنسحبوا."
8458,train,MLMA,ذكرت لك صفتهم فوق ويخسون لا هم ولا غيرهم ادافع عن خنازير ولهذا السبب امنع محارمي من,"ذكرت صفاتهم سابقاً، ولهذا السبب أمنع محارمي من التعامل معهم.","ذكرت صفاتهم فوق، وما راح أدافع عن ناس بهالسلوك أبداً. ولهذا السبب أنا أمنع محارمي من التعامل معهم أو الوثوق فيهم.","حكيت عن صفاتهم فوق، وما رح أدافع عن ناس بهيك تصرفات أبداً. عشان هيك أنا بمنع محارمي من التعامل معهم أو الوثوق فيهم.","أنا قلت صفاتهم فوق، ومش هدافع عن ناس بالسلوك ده خالص. وعشان كده أنا بمنع محارمي من التعامل معاهم أو الوثوق فيهم."
8459,train,MLMA,ه لا تلوميه اصلا شرب من بول البعير وهوه مش متعود عليه,"لا تلومه، فهو غير معتاد على هذا الأمر.","لا تلومونه، يمكن جرب شي غريب عليه وما هو متعود عليه","لا تلوموه، شكله جرب اشي غريب عليه وهو مش متعود","ما تلومهوش، شكلّه جرّب حاجة غريبة عليه وهو مش متعود عليها"
8460,train,MLMA,انت تحتاج ي بين الهاء والميم ويصبح اسمك صحيح لذلك اشرب قدح بول البعير ونام,أنت بحاجة إلى تصحيح اسمك ليصبح مناسباً.,"اسمك ناقص حرف بين الهاء والميم عشان يصير صحيح، فكر تزبطه وبس، وروح ارتاح.","اسمك بدّه حرف بين الهاء والميم ليصير مزبوط، عدّله وخلاص، وروّق.","اسمك محتاج حرف بين الهاء والميم عشان يبقى صحيح، ظبّطه وخلاص وروّح ارتاح."
8461,train,MLMA,اي قانون التحرش لعب بهم,ما علاقة قانون التحرش بهذا الأمر؟,اي قانون تحرش لعبوا فيه لمصلحتهم,اي قانون التحرش لعبوا فيه على كيفهم,اي قانون التحرش لعبوا فيه على مزاجهم
8462,train,MLMA,وانت ليه تحتاج لمصري او هندي متي تصبحون اذكياء وتصلحونه بانفسكم يا بول البعير,لماذا تحتاجون إلى مصري أو هندي؟ ومتى تعتمدون على أنفسكم وتصلحون أموركم بأنفسكم؟,ليش تحتاجون مصري او هندي؟ متى تصيرون اذكياء وتصلحونه بأنفسكم؟,ليش بدكم مصري او هندي؟ متى بتصيروا اذكياء وبتصلحوه لحالكم؟,ليه محتاجين مصري ولا هندي؟ امتى تبقوا اذكياء وتصلحوه بنفسكم؟
8463,train,MLMA,هذه عمالتكم وحقارتك يا خنازير ال سعود والصهاينه,هذه عمالتكم وارتباطكم بآل سعود والصهاينة.,"هذه ممارساتكم وخياراتكم المؤذية يا آل سعود والصهاينة، وتتحملون مسؤوليتها كاملة.","هاي تصرفاتكم وإساءاتكم يا آل سعود ويا صهاينة، وإنتو بتتحمّلوا مسؤولية اللي عم بصير.","دي أفعالكم وإساءاتكم يا آل سعود ويا صهاينة، وإنتو تتحملوا مسؤولية كل اللي بيحصل."
8464,train,MLMA,هذا احد خنازير وعبيد الريال القطري,هذا أحد التابعين للمال القطري.,هذا واحد متملق وخانع للريال القطري,هذا واحد متزلف وبتصرف كأنه مرتهن للريال القطري,ده واحد منافق ومتبهدل قدام الريال القطري
8465,train,MLMA,زورو الاقصي فاهلها من مات منهم فهو شهيد زورو الكعبه فحكامها خنازير من مات منهم فهو بمزبله التاريخ,"زوروا الأقصى، فمن مات من أهله فهو شهيد، أما حكام الكعبة فمصيرهم مزبلة التاريخ.","زوروا الاقصى، فاهله من يرتقي في الدفاع عنه نحسبه شهيد عند الله. زوروا الكعبة، لكن حكامها يتحملون مسؤولية سياسات مخيبة، ومن يرحل منهم يبقى ذكره السيئ في مزبلة التاريخ.","زوروا الاقصى، واهله اللي بضحّوا بنحسبهم شهداء عند الله. زوروا الكعبة، بس حكامها عليهم مسؤولية كبيرة وسياساتهم مخيبة، واللي بيروح منهم تاريخياً بيظل اسمه بمزبلة التاريخ.","زوروا الاقصى، واهله اللي بيدافعوا بنحسبهم شهداء عند ربنا. زوروا الكعبة، بس حكامها عليهم ذنب سياسات مخيبة، واللي يمشي منهم اسمه بيروح مزبلة التاريخ."
8466,train,MLMA,اولا لم اقذف والدتك او عرضك يا خنزير فتكلم بنفس الاسلوب الذي رديت به عليك وكن محترما اما في خصوص ايران وقطر فلا د,"لم أتطاول على والدتك أو عرضك، فتحدث باحترام كما أتحدث معك، أما بخصوص إيران وقطر فذلك موضوع آخر.","اولا انا ما تعديت على امك ولا على عرضك، فتكلم بنفس الاسلوب اللي رديت عليك فيه وخلّك محترم. وبخصوص ايران وقطر، موقفي واضح وما راح اغيّره.","اولاً انا ما حكيت عن امك ولا عن عرضك، فاحكي بنفس الاسلوب اللي رديت عليك فيه وخليك محترم. وبخصوص ايران وقطر، موقفي واضح ومش رح اغيّره.","اولا انا ما اتكلمت عن امك ولا عن عرضك، اتكلم بنفس الاسلوب اللي رديت عليك بيه وخلّيك محترم. وبخصوص ايران وقطر، موقفي واضح ومش هاغيّره."
8467,train,MLMA,قاتلهم الله هؤلاء السفله لعنه الله عليهم من خنازير,"قاتلهم الله، ولعنة الله على هؤلاء الأشخاص.","حسبنا الله ونعم الوكيل على هذولا الناس، الله ينتقم من كل ظالم ويكفينا شرهم.","حسبي الله ونعم الوكيل عليهم، الله ينتقم من كل ظالم ويحمينا من شرهم.","حسبي الله ونعم الوكيل فيهم، ربنا ينتقم من كل ظالم ويكفينا أذاهم."
8468,train,MLMA,يا ليت يحكمنا ذئاب ولذئاب اخلاقلكن ما يحكمنا خنازير معفنه يقتلون اهلنا بالموصل حاضره الاسلام بعد الفلوجه وحلب ودمشق بلاد الهلال الخصيب,"ليتنا نحكم بأشخاص ذوي أخلاق، لا بمن يقتلون أهلنا في الموصل والفلوجة وحلب ودمشق.","يا ليت يحكمنا ناس عندهم نخوة وعدل، مو ناس فاسدين يقتلون اهلنا بالموصل، حاضرة الاسلام، بعد اللي صار بالفلوجة وحلب ودمشق في بلاد الهلال الخصيب.","بتمنى يحكمونا ناس عندهم اخلاق وعدالة، مش ناس فاسدين بقتلوا اهلنا بالموصل، حاضرة الاسلام، بعد اللي صار بالفلوجة وحلب ودمشق ببلاد الهلال الخصيب.","يا ريت يحكمنا ناس عندهم ضمير وعدل، مش ناس فاسدين بيقتلوا اهلنا في الموصل، حاضرة الاسلام، بعد اللي حصل في الفلوجة وحلب ودمشق في بلاد الهلال الخصيب."
8469,train,MLMA,من يثق بالصهيوني مندوب الامم المتامره غريفث فهو شريك اصيل في تعطيل تحرير اليمن ودعم ارهابي خنازير ملالي ايران الحو,"من يثق بغريفيث، مندوب الأمم المتحدة، فهو شريك في تعطيل تحرير اليمن ودعم ملالي إيران.","اللي يثق بغريفث، مندوب الامم، شريك بشكل مباشر في تعطيل تحرير اليمن ودعم ادوات ملالي ايران الحوثيين.","اللي بوثق بغريفث ممثل الامم، بكون شريك اساسي بتعطيل تحرير اليمن ودعم ادوات ملالي ايران الحوثيين.","اللي بيثق في غريفث ممثل الامم، شريك اساسي في تعطيل تحرير اليمن ودعم ادوات ملالي ايران الحوثيين."
8470,train,MLMA,والهدف الاقاله للخلاص من خنازير انجلترا,والهدف هو التخلص من النفوذ البريطاني.,والهدف الاقالة للتخلص من عملاء انجلترا,والهدف الإقالة لنتخلص من أتباع إنجلترا,والهدف الإقالة عشان نخلص من أتباع إنجلترا
8471,train,MLMA,هولاء الافارقه الخنازير الذين اختاروا الشرك والكفر والظلاله مع بريطانياز,هؤلاء الأفارقة اختاروا الشرك والكفر والضلالة مع بريطانيا.,هذولا الأفارقة اللي اختاروا طريق الشرك والكفر والضلال مع بريطانيا.,هدول الأفارقة اللي اختاروا طريق الشرك والكفر والضلال مع بريطانيا.,الناس الأفارقة دول اختاروا طريق الشرك والكفر والضلال مع بريطانيا.
8472,train,MLMA,تره هي مسيحيه نولدت بعائله مسيحيه يعني احنا لو ما مولودين بعائله شيعيه الله العالم يجوز هندوس,"هي مسيحية وُلدت في عائلة مسيحية، ولو وُلدنا في عائلة مختلفة لربما كنا على دين آخر.","ترى هي مسيحية وانولدت بعائلة مسيحية، نفس الشي احنا لو ما كنا من مولدنا بعائلة شيعية يمكن كنا صرنا على ديانة ثانية.","هي مسيحية مولودة بعيلة مسيحية، ونفس الاشي احنا لو مش مولودين بعيلة شيعية كان ممكن نطلع على ديانة ثانية.","هي مسيحية ومتولدة في عيلة مسيحية، واحنا كمان لو ما كناش مولودين في عيلة شيعية كان ممكن نبقى على ديانة تانية."
8473,train,MLMA,انا شو قلت ما ارضي عل خنزير يعني ربعي مب خنازير و ف نفس الوقت مب بشر,"أنا لا أقبل بهذا الشخص، لكن هذا لا يعني أن جماعتي أفضل منه.","انا وش قلت؟ ما ارضى على هالشخص. ربعي مو مثل تصرفاته، وبنفس الوقت اللي يسويه ما ينحسب تصرف بشر.","انا شو حكيت؟ ما برضى عن هالشخص. ربعي مو متله، وبنفس الوقت اللي بعمله ما بنحسب تصرف بني آدم.","انا قلت إيه؟ انا مش راضي عن الشخص ده. صحابي مش زيه، وكمان اللي بيعمله مش تصرف بني آدم."
8474,train,MLMA,ليله جلد خنازير مانشستر,ليلة صعبة على مانشستر.,ليلة فضيحة مانشستر,ليلة فشل مانشستر,ليلة سقوط مانشستر
8475,train,MLMA,ازمنه الانحطاط افرزت امثالك ايها الجبان المتفذلك فانت لست سوي خنزير تدافع عن خنازير,"أزمنة الانحطاط أفرزت أمثالك، فأنت تدافع عن أشخاص يشبهونك.",زمن الانحطاط طلّع لنا أشكالك يا صاحب الكلام المتفذلك. مواقفك ضعيفة وتبرر للجهة اللي مثلها. تدافع عن ناس تصرفاتهم مرفوضة ومكشوفة.,زمن الانحطاط جاب ناس متلك يا اللي بس بتحكي تنظير. موقفك ضعيف وبتبرر لجهة نفس طريقتك. عم تدافع عن ناس تصرفاتهم مرفوضة ومكشوفة.,زمن الانحطاط خلّف ناس زيك يا بتاع التنظير الفاضي. موقفك ضعيف وبتبرر لجهة على مزاجك. بتدافع عن ناس تصرفاتهم مرفوضة ومكشوفة.
8476,train,MLMA,مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,إلى الجحيم ومصير سيئ لك.,"الله يكفينا شرك، بعيد عني وعن الناس كلها.",الله يبعدك عني وعن العالم ويكفينا شرك.,ربنا يبعدك عني وعن الناس ويكفينا شرك.
8477,train,MLMA,ديوث سالب شرموطه,شخص عديم المروءة وسيئ الأخلاق.,انسان بلا مروءة وقليل كرامة,شخص بلا نخوة وبدون كرامة,واحد من غير شهامة ومفيهوش كرامة
8478,train,MLMA,شي مضحك ان خنازير مستعربه مثلك يا يهودي يتكلم ع محمد بن سلمان كان له الحق في اختيار من هو الا,من المضحك أن أشخاصاً مثلك يتحدثون عن محمد بن سلمان وكأن لهم حق الحكم عليه.,مضحك فعلاً كيف واحد مستعرب مثلك يا يهودي يتكلم عن محمد بن سلمان. هو له الحق يختار من هو الأَولى.,عنجد مضحك كيف واحد مستعرب متلك يا يهودي بيحكي عن محمد بن سلمان. هو الو الحق يختار مين هو الأولى.,بصراحة حاجة تضحك ازاي واحد مستعرب زيك يا يهودي بيتكلم عن محمد بن سلمان. هو من حقه يختار مين هو الأولى.
8479,train,MLMA,امرابط مشا للدوري الهولندي مبروك تفارق مع شاربي بول البعير,"انتقل أمرابط إلى الدوري الهولندي، مبروك له الابتعاد عن هذه الأجواء.",امرابط راح للدوري الهولندي. مبروك إنك تبتعد عن ذيك الفئة اللي كنت تنتقد تصرفاتها.,امرابط راح على الدوري الهولندي. مبروك إنك خلصت من هديك الجماعة اللي كنت معترض على تصرفاتها.,امرابط راح الدوري الهولندي. مبروك إنك بعدت عن النوعية دي اللي كنت منتقد تصرفاتها.
8480,train,MLMA,محمد صلاح فاشل ممكن لو بياكل الكبسه ويشرب بول البعير وينام علي الكنبه وهو بيلاعب بلس,"محمد صلاح يمر بفترة تراجع، وربما يحتاج إلى تغيير أسلوب حياته.","محمد صلاح مستواه سيئ هالفترة. بدل ما يضيع وقته على جلسات وسهرات، ركز في شغلك ورجع مستواك اللي نعرفه.","محمد صلاح أداؤه مخيب lately. بدل تمضية الوقت عالقعدة والسهر، ركز بتدريبك وارجع لمستواك الحقيقي.","محمد صلاح مستواه مش قد التوقعات اليومين دول. بدل قعدة الهزار والسهرة، ركز في شغلك وارجع لمستواك اللي نعرفه."
