ID,split,source,source_text,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
8943,train,MLMA,النايض ما عجبتش نزلت الدولار كيف عاد هكي بتقطعوا عليه الاستمتاع بمعاناه الليبيين واستمتاع خنازير الامارات,"لم يرق للبعض انخفاض سعر الدولار. ألا يقطع هذا عليهم فرصة استغلال معاناة الليبيين، وكذلك استفادة بعض الأطراف الخارجية؟","ما عجب البعض نزول الدولار. كذا بتقطعون عليهم الاستمتاع بمعاناة الليبيين، واستفادة أطراف معينة؟","الجماعة ما عجبهم نزلة الدولار. هيك بتحرموهم من استغلال معاناة الليبيين، واستفادة أطراف خارجية معينة؟","الناس اللي فوق ما عجبهمش نزول الدولار. كده هتحرموهم من استغلال معاناة الليبيين، واستفادة أطراف خارجية معينة؟"
8944,train,MLMA,ونحن المشاهدين ارتاينا انكم خنازير يا الجزيره,"ونحن المشاهدين، ارتاينا أنكم فقدتم مصداقيتكم وأمانتكم يا الجزيرة.","وحنا المشاهدين، ارتأينا إنكم صرتوا تضللون الرأي العام يا الجزيرة.","وإحنا المشاهدين، ارتأينا إنكم فقدتوا كل مصداقيتكم يا الجزيرة.","وإحنا المشاهدين، ارتأينا إنكم فقدتوا مصداقيتكم تماما يا الجزيرة."
8945,test,MLMA,يا رب تولعي بجاز وسخ جمب بنزينه انفجرت وفي نفس ذات الوقت يعدي اتوبيس سياحي فاخر يهرسك ف الاسفلت قادر,"يا رب، اجعلها تواجه أقسى العواقب، وأن تحيط بها الشدائد من كل جانب، وأن ترى جزاء أفعالها في كل لحظة. إنك على كل شيء قدير.","يا رب، عساها تشوف المصايب تتوالى عليها من كل صوب، وعساها تذوق مرارة أفعالها أضعاف مضاعفة. أنت القادر على كل شيء.","يا رب، الله لا يوفقها ولا يهنيها، وتشوف جزاء أعمالها بأقسى شكل، وتتوالى عليها المصايب من كل جهة وما تلاقي مخرج. الله قادر.","يا رب أشوف فيكي يوم، وتتوالى عليكي المصايب من كل ناحية، وتلاقي جزاء أعمالك بأقسى شكل، وما تلاقي مفر. قادر يا كريم."
8946,train,MLMA,لا عليك غدا تاتي فتوه من الخنزير الجولاني بقتالهم بحجه انهم خوارج تكفيريين عملاء لجزر الواق واق فه,"لا تقلق، غدا ستصدر فتوى من الجولاني بقتالهم بحجة أنهم خوارج تكفيريون وعملاء لجزر الواق واق.","لا تشيل هم، بكره بتجي فتوى من الجولاني بقتالهم بحجة انهم خوارج وتكفيريين وعملاء لجزر الواق واق.","ما عليك، بكرة رح تيجي فتوى من الجولاني بقتالهم بحجة انهم خوارج وتكفيريين وعملاء لجزر الواق واق.","متشغلش بالك، بكره هتطلع فتوى من الجولاني بقتالهم بحجة انهم خوارج وتكفيريين وعملاء لجزر الواق واق."
8947,train,MLMA,للاسف يطلق عليهم خنازير الاخونجيه الله يكرمكم,"للأسف، يُعرفون بـ 'الإخونجية' وهم يستحقون كل انتقاد.","للاسف، يسمونهم الاخونجيه وهم يستاهلون كل نقد.","للاسف، هدول اللي بسموهم الاخونجيه بستاهلوا كل نقد.","للأسف، دول اللي بيتقال عليهم الإخونجية ويستاهلوا كل انتقاد."
8948,train,MLMA,اتخيل دائما سكينا عريضه لجزار خنازير تدخل في من الجنب علي نحو سريع وبانتظام وتقطعني علي شكل شرائح رقيقه جدا,"أتخيل دائمًا أنني أتعرض لتفكيك منهجي، أو أنني أفقد ذاتي شيئًا فشيئًا.","دايماً أحس إني أتفكك حبة حبة، أو إني أضيع من نفسي شوي شوي.","دايماً بحس حالي عم بتفكك شوي شوي، أو عم بضيع من حالي حبة حبة.","دايماً بحس إني بتفكك حتة حتة، أو بضيع من نفسي شوية شوية."
8949,train,MLMA,هذا ماكل تبن وشارب معا بول البعير فمختل عقله الله يطيح حظك,"إن هذا الشخص يتبنى أفكارًا وتصرفات تفتقر إلى المنطق والحكمة، مما يدل على اضطراب في التفكير. إن هذا المسار لا يبشر بخير، ونتمنى أن يدرك عواقب أفعاله.",هذا الشخص تفكيره فيه خلل واضح وتصرفاته ما تدل على عقلانية أبدًا. نتمنى له مراجعة حساباته لأن هذا المسار ما يوصل لخير.,هذا الشخص تفكيره فيه مشكلة واضحة وتصرفاته ما فيها أي منطق. يا ريت يراجع حساباته لأنه هالمسار ما رح يوصله لخير.,الشخص ده تفكيره مش سليم خالص وتصرفاته بتدل على عدم وعي. يا رب ما يكمل في طريقه ده لأنه مش هيوصل لخير.
8950,train,MLMA,يا شرق سلوي اتقي الله يعني اذا كان زعمائك خنازير وكلاب مش قادره تصدقي هالحكي والله انا فلسطين,"يا شرق سلوى، اتقي الله. يعني إذا كانت قياداتك لا تخدم مصالحك، ألا تستطيعين تصديق هذه الحقيقة؟ وأنا فلسطيني.","يا شرق سلوى، خافي ربك. يعني إذا كانت قياداتك ما تخدمك، ما تقدرين تصدقين هالكلام؟ وأنا والله فلسطيني.","يا شرق سلوى، اتقي الله. يعني إذا زعمائك ما بيهمهم غير حالهم، مش قادرة تصدقي هالحكي؟ وأنا والله فلسطيني.","يا شرق سلوى، اتقي ربنا. يعني لو قياداتك مش بيهمها غير نفسها، مش قادرة تصدقي الكلام ده؟ وأنا والله فلسطيني."
8951,train,MLMA,يخرب ام بول البعير هذا طلع مسكر اكثر من الخمره العربان كثرت من شرب البول وش صار ف الدنيا بول البعير مسك,"أمر عجيب حقًا، يبدو أن بول الإبل بات يؤثر على العقول أكثر من الخمر. لقد كثر شرب بول الإبل بين بعض الفئات. ما الذي يحدث في هذا العالم؟ بول الإبل أصبح له تأثير مسكر.","يا ساتر، بول الإبل هذا طلع يسكر أكثر من الخمر. الناس كثرت من شرب البول. وش اللي صاير في الدنيا؟ بول الإبل صار يسكر.","يا لطيف، بول الإبل هذا طلع بيسكر أكثر من الخمر. الناس صارت تشرب بول الإبل بكثرة. شو صار بالدنيا؟ بول الإبل صار يسكر.","يا لهوي، بول الجمال ده طلع بيسكر أكتر من الخمرة. الناس بقت تشرب بول الجمال كتير. إيه اللي بيحصل في الدنيا دي؟ بول الجمال بقى بيسكر."
8952,train,MLMA,منصات الكذب والحقد من خنازير الجزيره فقط العالم تجاوز مشكله خاشقجي السعوديه البحته الي مواضيع اهم,منصات الكذب والحقد من قناة الجزيرة وحدها. العالم تجاوز قضية خاشقجي السعودية البحتة إلى قضايا أهم.,منصات الكذب والحقد من قناة الجزيرة بس. العالم تجاوز موضوع خاشقجي السعودي البحت وراح لمواضيع أهم.,منصات الكذب والحقد من قناة الجزيرة وبس. العالم تجاوز قصة خاشقجي السعودية البحتة وراح لمواضيع أهم.,منصات الكذب والحقد من قناة الجزيرة وبس. العالم عدى مشكلة خاشقجي السعودية البحتة وراح لمواضيع أهم.
8953,train,MLMA,ملعون ابوك صهيوني خنزير ياعبده الصنم بن سلمان انتم اخر من يتكلم عن المسلمين والعرب,"يا من تتبعون بن سلمان، ويا من تتهمون بالصهيونية، أنتم آخر من يحق له الحديث عن المسلمين والعرب.","يا اللي تمجدون بن سلمان، ويا اللي تتهمون بالصهيونية، أنتم آخر من يتكلم عن المسلمين والعرب.","يا اللي بتمجدوا بن سلمان، ويا اللي بتتهموا بالصهيونية، انتو آخر ناس بتحكوا عن المسلمين والعرب.","يا اللي بتطبلوا لبن سلمان، ويا اللي بتتهموا بالصهيونية، انتوا آخر ناس تتكلموا عن المسلمين والعرب."
8954,train,MLMA,يا جماعه الخير والله ثم والله ان الكلب هذا اكرمكم الله برقبه خنزير قطر وخنزير تركيا والخنزير الكبير,"يا جماعة الخير، أقسم بالله أن هذا الكيان أداة بيد النظام القطري والنظام التركي، والجهة الكبرى التي تدعمهما.","يا جماعة الخير، والله ثم والله إن هالطرف أداة بيد قطر وتركيا، والجهة الكبيرة اللي تدعمهم.","يا جماعة الخير، والله والله إن هاد الطرف أداة بيد قطر وتركيا، والجهة الكبيرة اللي وراهم.","يا جماعة الخير، والله العظيم إن الطرف ده أداة في إيد قطر وتركيا، والجهة الكبيرة اللي وراهم."
8955,dev,MLMA,الحديدهتتحرر الحمدلله والله اكبر صقور التحالف الله ينصركم ويتم تحرير اليمن بالكامل من خنازير ايران,"الحديدة تتحرر، والحمد لله والله أكبر. صقور التحالف، نسأل الله لكم النصر، وأن يتم تحرير اليمن بالكامل من الميليشيات المدعومة من إيران.","الحديدة تتحرر، الحمد لله والله أكبر. يا صقور التحالف، الله ينصركم، وعقبال ما يتحرر اليمن كله من الميليشيات اللي تدعمها إيران.","الحديدة بتتحرر، الحمد لله والله أكبر. يا صقور التحالف، الله ينصركم، وإن شاء الله اليمن كله يتحرر من الميليشيات اللي بتدعمها إيران.","الحديدة بتتحرر، الحمد لله والله أكبر. يا صقور التحالف، ربنا ينصركم، وإن شاء الله اليمن كله يتحرر من الميليشيات اللي بتدعمها إيران."
8956,train,MLMA,والله ما اوسخ من اليهود غير الاخوان كلكم عيال كلب انجاس خنازير مالكم امان غدارين خونه منافقين كذابين,"لا يقل فساد اليهود عن فساد الإخوان. لا أمان لكم، فأنتم أهل غدر وخيانة ونفاق وكذب.","والله ما فيه أردى من اليهود إلا الإخوان. ما ينأمن لكم أبد، كلكم غدر وخيانة ونفاق وكذب.","والله ما في أقرف من اليهود إلا الإخوان. ما إلكم أمان، كلكم غدر وخيانة ونفاق وكذب.","والله مفيش أوحش من اليهود غير الإخوان. مالكوش أمان، كلكم غدر وخيانة ونفاق وكدب."
8957,test,MLMA,يا خنزيره الاباضيه,موقفنا من المذهب الإباضي واضح وحاسم بالرفض التام.,"المذهب الإباضي مرفوض عندنا تمامًا، وموقفنا منه واضح وصريح.","الإباضية مرفوضة عنا كليًا، وموقفنا منها واضح وما بنقبلها أبدًا.","إحنا رافضين الإباضية دي تمامًا، وموقفنا منها واضح ومش بنقبلها أبدًا."
8958,train,MLMA,لعنه الله علي ابناء المتعه خنازير قذره لادين ولاضمير,لا حول ولا قوة إلا بالله. إنها نفوس بلا دين ولا ضمير.,حسبي الله ونعم الوكيل على هالاشكال. ناس ما عندها لا دين ولا ضمير.,يا لطيف! ناس ما عندهم لا دين ولا ضمير. كيف هيك بتصرفوا؟,حسبي الله ونعم الوكيل في اللي مالهمش لا دين ولا ضمير دول. ايه القرف ده.
8959,dev,MLMA,ما مبروك حققت الخاات الاربع خائن خبيث خبل خنزير,"لا مبروك. لقد أظهرت أربع صفات سلبية: خائن، خبيث، متهور، ومخادع.","ما فيه مبروك. اتصفت بأربع صفات سلبية: خاين، خبيث، متهور، ومخادع.","ما في مبروك. بينت أربع صفات سلبية: خاين، خبيث، متهور، ومخادع.","مفيش مبروك. بينت أربع صفات وحشة: خاين، خبيث، متهور، ومخادع."
8960,train,MLMA,يا بايره ياعانس,ألم يحن الأوان بعد للارتباط وتكوين أسرة؟,إلى متى بتظلين بدون زواج ولا عيال؟,لهلأ ما تزوجتي ولا جبتي ولاد؟,هتفضلي كده من غير جواز ولا عيال؟
8961,train,MLMA,العراق لما كان يحكمها رجال ولما كان لهم رجال ياخذ حقهم الحين يحكمها خنزير شيعي ورجاله عبده الحسين والنتيجه انهم تح,"العراق في زمن كانت تحكمها رجال وتسترد حقوقها بفضلهم. أما الآن، فيحكمها من يفتقرون للرجولة، ومن يتبعون ولاءات طائفية ضيقة. والنتيجة أن البلاد تحولت إلى وضع يرثى له من الضعف والتبعية.","العراق يوم كان يحكمها رجال، ويوم كان لها رجال تاخذ حقها. الحين يحكمها ناس ما فيهم رجولة، وربعهم ولاءاتهم طائفية بحتة. والنتيجة انهم تحولوا لضعف وذل.","العراق لما كان يحكمها زلام، ولما كان فيها زلام تاخذ حقها. هسا بحكمها ناس ما فيهم نخوة، وربعهم ولاءاتهم طائفية ضيقة. والنتيجة إنهم تحولوا لوضع بخزي وبذل.","العراق لما كان بيحكمها رجالة، ولما كان ليها رجالة تاخد حقها. دلوقتي بيحكمها ناس ما عندهمش رجولة، ورجالتهم ولاءاتهم طائفية وبس. والنتيجة إنهم اتحولوا لوضع يكسف ويذل."
8962,dev,MLMA,و الجماعات الحمساويه باميركا تبيع خمور و لحم خنازير و تسعي الناس بالمساجد,"الجماعات التابعة لحماس في أمريكا تبيع الخمور ولحم الخنازير، وتسعى لاستقطاب الناس في المساجد.","الجماعات اللي تتبع حماس بأمريكا تبيع خمور ولحم خنازير، وتحاول تستقطب الناس بالمساجد.","الجماعات التابعة لحماس بأمريكا بتبيع خمور ولحم خنازير، وبتحاول تستقطب الناس بالجوامع.","الجماعات التابعة لحماس في أمريكا بتبيع خمور ولحمة خنزير، وبتحاول تستقطب الناس في الجوامع."
8963,train,MLMA,ه الطائره بدون طيار ما تحتا مطار باين علموش بول البعير وتاثيره باين,"هذه الطائرة بدون طيار لا تحتاج إلى مطار. يبدو أن أساس المعرفة التي استندوا إليها في تصميمها كان بدائيًا، والنتيجة واضحة للعيان.","هالطيارة بدون طيار ما تحتاج مطار. واضح إن اللي علموه لهم كان بسيط ومحدود، والنتيجة باينة.","هاي الطيارة بدون طيار ما بدها مطار. واضح إن اللي علموه إياهم كان بدائي، والنتيجة مبينة.","الطيارة دي بدون طيار مش محتاجة مطار. واضح إن اللي علموهولهم كان بدائي، والنتيجة باينة."
8964,train,MLMA,هذا الحشره ابو عيون خاينه خنزير من خنازير ال سعود,"هذا الشخص الذي يتصف بالخيانة، وينتمي إلى نهج آل سعود.","هذا الخاين، وهو واحد من اللي مع آل سعود.","هاد الزلمة الخاين، وهو من اللي ماشيين مع آل سعود.","الخاين ده، وهو من اللي تبع آل سعود."
8965,test,MLMA,كل اما اشوف الاستبن وحد من خنازير الاخوان واتبعهم اقول اعوذبالله من الخبث والخبائث,"كلما رأيت الشخص الذي يُنظر إليه كبديل، أو أحدًا من جماعة الإخوان وأنصارهم، أقول: أعوذ بالله من الخبث والخبائث.","كل ما أشوف الشخص اللي يعتبر نفسه بديل أو أحد من الإخوان وأتباعهم، أقول أعوذ بالله من الخبث والخبائث.","كل ما أشوف هالشخص اللي بيعتبر حاله بديل أو حدا من الإخوان وأتباعهم، بقول أعوذ بالله من الخبث والخبائث.","كل ما أشوف الشخص اللي بيعتبر نفسه بديل أو حد من الإخوان وأتباعهم، بقول أعوذ بالله من الخبث والخبائث."
8966,train,MLMA,والله انكم خنازير مجرمين تتهمون الناس ظلما وعدوانا بالارهاب ارضاء لاسرائيل و الغرب ولعبتكم مكشوفه و,"إنكم ترتكبون أفعالاً إجرامية، تتهمون الناس ظلماً وعدواناً بالإرهاب إرضاءً لإسرائيل والغرب، ومخططكم بات مكشوفاً.","والله إنكم تتهمون الناس بالظلم والعدوان بالإرهاب، وكل هذا عشان ترضون إسرائيل والغرب، وأفعالكم إجرامية وحركتكم مكشوفة.","والله العظيم إنكم بتتصرفوا بإجرام، بتتهموا الناس ظلم وعدوان بالإرهاب بس عشان ترضوا إسرائيل والغرب، ولعبتكم صارت مكشوفة.","والله العظيم إنكم بتعملوا حاجات إجرامية، بتتهموا الناس بالظلم والعدوان بالإرهاب عشان ترضوا إسرائيل والغرب، ولعبتكم بقت مفضوحة."
8967,train,MLMA,الله يشل لسانك يا كلب الاخوان لعنك الله يا كلب حزب الاخوان انت خاين كلب خنزير,مواقفك الداعمة لجماعة الإخوان المسلمين هي خيانة واضحة للوطن.,"يا اللي تدعم الاخوان، مواقفك هذي خيانة واضحة للوطن.","يا اللي بتدعم جماعة الاخوان، مواقفك هاي خيانة واضحة للوطن.","يا اللي بتدعم الاخوان، مواقفك دي خيانة واضحة للوطن."
8968,train,MLMA,مش طلع خنزير بناوي بنقاب,"اتضح أنه شخص مخادع، كان يتستر خلف النقاب.","طلع راعي وجهين، وكان متستر بالنقاب.","طلع كذاب ومنافق، وكان متخبي ورا النقاب.","طلع وشين ومنافق، وكان مستخبي ورا النقاب."
8969,train,MLMA,هندوس معاج,سنمضي معكِ في هذا الطريق.,بنكون معاكِ في كل خطوة.,رح نوقف معكِ بظهركِ.,هنبقى في ضهرك.
8970,train,MLMA,اقتلوا خنازير ايران,يجب وضع حد لأفعال النظام الإيراني المدمرة.,"النظام الإيراني لازم يتوقف عند حده، وكفى من تدخلاتهم.","لازم نوقف النظام الإيراني عند حده، تدخلاتهم صارت لا تطاق.","النظام الإيراني لازم يتشال، كفاية تدخلاتهم اللي بتخرب."
8971,train,MLMA,الدين وسخ والدليل العرب,"الدين مصدر للكثير من المشكلات، والدليل على ذلك ما نراه في المجتمعات العربية.","الدين يجيب بلاوي واجد، والدليل اللي نشوفه في مجتمعاتنا العربية.","الدين بجيب مشاكل كثير، والدليل اللي بنشوفه بمجتمعاتنا العربية.","الدين بيعمل مشاكل كتير، والدليل اللي بنشوفه في مجتمعاتنا العربية."
8972,train,MLMA,هذولا خنازير الحوث الكلاب اطهر منهم واوفا منهم,تصرفات الحوثيين تكشف عن انعدام تام للشرف والولاء.,"الحوثيين هذولي ما فيهم لا ذمة ولا ضمير، ولا عندهم اي ولاء.",الحوثيين هذول تصرفاتهم بتدل على انعدام الشرف والولاء عندهم.,الحوثيين دول تصرفاتهم بتثبت انهم لا عندهم شرف ولا ولاء.
8973,train,MLMA,ويتهمون اهل الجزيره بالهمجيه والتخلف وشرب بول البعير وهم يضاهون العالم بهمجيتهم ووحشيتهم,"يتهمون أهل الجزيرة بالهمجية والتخلف وشرب بول الإبل، بينما هم أنفسهم يضاهون العالم في همجيتهم ووحشيتهم.","يتهمون أهل الجزيرة بالهمجية والتخلف وشرب بول البعير، وهم والله اللي ينافسون العالم في همجيتهم ووحشيتهم.","بتهموا أهل الجزيرة بالهمجية والتخلف وشرب بول الجمال، وهم اللي بضاهوا العالم بهمجيتهم ووحشيتهم.","بيتهموا أهل الجزيرة بالهمجية والتخلف وشرب بول الجمال، وهما اللي بينافسوا العالم في همجيتهم ووحشيتهم."
8974,train,MLMA,مبروك عقبال بيت خنزير اريانا,"مبروك، وعقبال أن تلقى جزاء أفعالها.","مبروك، وعقبال ما يجيها اللي تستاهله.","مبروك، وعقبال ما يجيها اللي بتستاهله.","مبروك، وعقبال ما يجيلها اللي تستاهله."
8975,train,MLMA,لعنه الله عليك ي كافر ي زنديق ولعنه الله علي من خلفك ومن رباك وعلي دوله احتضنت امثالك ي خنزير,"أستنكر بشدة الأفكار والمواقف التي تتبناها، والتي تتنافى مع قيمنا ومبادئنا. كما أرفض كل من يدعمك أو يروج لمثل هذه الأفكار المنحرفة، وأدين أي جهة أو دولة تحتضن أو تمكّن أمثالكم.","اللي تسويه من أفكار ومواقف مرفوض جملة وتفصيلا، وتخالف كل مبادئنا وقيمنا. وكل من يدعمك أو يروج لأفكارك الشاذة، هو شريك في هالشي. وأي دولة تحتضن أمثالك وتدعمهم، تتحمل المسؤولية كاملة.","الأفكار والمواقف اللي بتتبناها مرفوضة تماما، وبتتعارض مع كل قيمنا ومبادئنا. وكل واحد بدعمك أو بروج لهالأفكار المنحرفة، هو جزء من المشكلة. وأي دولة بتحتضن أمثالك وبتوفرلهم الدعم، هي كمان مسؤولة.","الأفكار والمواقف اللي بتتبناها دي مرفوضة تماما، وبتخالف كل قيمنا ومبادئنا. وأي حد بيدعمك أو بيروج للأفكار الشاذة دي، هو شريك في اللي بيحصل. وأي دولة بتحتضن أمثالك وبتوفرلهم الحماية، بتتحمل المسؤولية كاملة."
8976,test,MLMA,مهما كان خلاصنا من خنازير البنا اهم انجاز وبعدين اي حاجه تيجي,"مهما كان، التخلص من هذا التنظيم هو الإنجاز الأهم، وكل ما سواه يأتي بعد ذلك.","مهما صار، تخلصنا من هالتنظيم هو أهم إنجاز، وأي شي ثاني يجي بعدين.","شو ما صار، تخلصنا من هالتنظيم هو أهم إنجاز، وأي إشي تاني بيجي بعدين.","مهما حصل، خلصنا من التنظيم ده هو أهم إنجاز، وأي حاجة تانية تيجي بعدين."
8977,train,MLMA,ه اولاها بترضي بعدين بتبدا بالطلبات والمشاكل هؤلاء الحريم,"بعض النساء يبدأن بإظهار القبول والرضا، ثم سرعان ما تتوالى منهن المطالب وتظهر المشكلات.","بعض الحريم أول شيء ترضى وتوافق، وبعدين تبدأ بالمطالب والمشاكل.","بعض النسوان أول شي بتوافق وبتكون راضية، بعدين بتبلش بالمطالب والمشاكل.","بعض الستات الأول بترضى وتوافق، وبعدين بتبدأ في الطلبات والمشاكل."
8978,train,MLMA,ه معقوله بول البعير لحس عقلك لهذه الدرجه,هل يعقل أن يصل بك التفكير إلى هذا الحد من عدم التعقل؟,معقولة تفكيرك وصل لهالدرجة من عدم العقلانية؟,معقول عقلك ضرب لهالدرجة؟,معقول عقلك خف لهالدرجة؟
8979,train,MLMA,هذولي خنازير تربيه يهود تف تف تف عليهم,"إن سلوك هؤلاء يتنافى مع كل المبادئ، وأفعالهم تستوجب أشد أنواع الاستنكار والرفض.","هذولا تصرفاتهم وسلوكياتهم مرفوضة تماماً، ويستاهلون كل استنكار ورفض.","هذول تصرفاتهم وسلوكياتهم مرفوضة وبشدة، ويا عيب الشوم عليهم.","دول تصرفاتهم وسلوكياتهم مش مقبولة أبداً، وأفعالهم تستاهل كل استنكار ورفض."
8980,dev,MLMA,والله العظيم ان بول البعير اشرف وانظف من هذا الكائن النكره,والله العظيم إن هذا الكيان يفتقر لأدنى درجات الشرف والنزاهة.,والله العظيم إن هذا الشخص ما فيه ذرة شرف ولا نظافة.,والله العظيم إن هاد الشخص ما عنده لا شرف ولا كرامة.,والله العظيم إن الشخص ده ما عندوش أي شرف ولا ضمير.
8981,train,MLMA,هذا وامثله حاقدين علي ال البيت ولشيعه الحمد لله الذي جعل اعداء الشيعه مثل هذا خنازير,هذا وأمثاله يحملون عداءً وكراهية لآل البيت وللشيعة. الحمد لله الذي يُظهر حقيقة أعداء الشيعة وأمثالهم.,هذا وأمثاله حاقدين على آل البيت والشيعة. الحمد لله اللي يظهر لنا أعداء الشيعة وأشكالهم هذي.,هاد وأمثاله حاقدين على آل البيت والشيعة. الحمد لله اللي بيكشف أعداء الشيعة وأشكالهم هاي.,ده وأمثاله حاقدين على آل البيت والشيعة. الحمد لله اللي بيبين لنا أعداء الشيعة والأشكال دي.
8982,train,MLMA,الهي يولعوا بجاز وسخ مطرح ماراحوا,أتمنى أن يواجهوا عواقب أفعالهم أينما ذهبوا.,الله لا يوفقهم وين ما راحوا.,يا رب ما يشوفوا الخير وين ما راحوا.,يا رب ما يشوفوا يوم حلو في اي حتة يروحوها.
8983,train,MLMA,لعنه الله عليك يا خنزير يا ابن المجرم,"أفعالك مستنكرة بشدة، وما تفعله هو إجرام يستوجب المحاسبة.","حسبي الله عليك، اللي تسويه هذا إجرام وما هو مقبول أبدًا.","أفعالك مرفوضة تمامًا، واللي بتعمله إجرام ولازم تتحاسب عليه.","حسبي الله ونعم الوكيل فيك، اللي بتعمله ده إجرام وما يصحش أبدًا."
8984,dev,MLMA,مملكه بول البعير,المملكة التي لا تزال تعيش في عصور سابقة.,المملكة اللي لسا عايشة في عصور سابقة.,المملكة اللي لسا عايشة بعصور سابقة.,المملكة اللي لسه عايشة في عصور سابقة.
8985,dev,MLMA,يالشاعر الخنزير والشيخ خنزير,"يا شاعر الكذب، ويا شيخ النفاق.","يا هالشاعر الكذاب، ويا هالشيخ المنافق.","يا هالشاعر الكذاب، ويا هالشيخ المنافق.","يا شاعر يا كداب، ويا شيخ يا منافق."
8986,train,MLMA,ولا زال الدعس مستمر علي خنازير ايران,ولا يزال الضغط مستمراً على النظام الايراني.,الضغط مستمر على ايران للحين.,ولسا الضغط مستمر على ايران.,ولسه الضغط مستمر على ايران.
8987,train,MLMA,يا امعه يا غبي من دعم الحرب علي العراق ومن يجري اتفاقيات مع النظام السوري ويريد ارضاء النظام ومن دخل,من دعم الحرب على العراق؟ ومن يجري اتفاقيات مع النظام السوري ويريد إرضاءه؟ ومن دخل؟,مين اللي دعم حرب العراق؟ ومين اللي قاعد يسوي اتفاقيات مع النظام السوري ويبغى يرضيه؟ ومين دخل؟,مين اللي دعم حرب العراق؟ ومين اللي عم يعمل اتفاقيات مع النظام السوري وبده يرضيه؟ ومين دخل؟,مين اللي دعم حرب العراق؟ ومين اللي بيعمل اتفاقيات مع النظام السوري وعايز يرضيه؟ ومين دخل؟
8988,train,MLMA,يا بهيم ارجع اقرا بيان الاهلي و انت تعرف ان الاهلي ال رافضكم,راجعوا بيان النادي الأهلي وستعرفون أن النادي الأهلي هو من رفضكم.,ارجعوا اقروا بيان الاهلي وتعرفون ان الاهلي هو اللي رافضكم.,ارجعوا اقروا بيان الاهلي وبتعرفوا انه الاهلي هو اللي رافضكم.,ارجعوا اقروا بيان الاهلي وهتعرفوا ان الاهلي هو اللي رافضكم.
8989,train,MLMA,للاسف رجال الاعمال السنه لا يهتمون لدينهم كما يفعل خنازير الشيعه,يؤسفني أن أرى أن رجال الأعمال السنة لا يولون اهتماماً لدينهم بالقدر الذي يظهره أتباع المذهب الشيعي.,"للأسف الشديد، رجال الأعمال السنة ما يهتمون بدينهم مثل ما يهتمون الشيعة.","للأسف، رجال الأعمال السنة مش مهتمين بدينهم زي ما الشيعة مهتمين.","للأسف، رجال الأعمال السنة مش بيهتموا بدينهم زي ما الشيعة بيهتموا."
8990,train,MLMA,الله الله الله الله ع التاريخ لا يرحم شوفو اجدادكم ايها الخوانه يا بني صهيون يا وهابيه يا خنازير الجزيره الع,"التاريخ لا يرحم، وهو شاهد على كل شيء. انظروا إلى أجدادكم أيها المتنكرون لأمتهم. يا أنصار المشروع الصهيوني، ويا متبني الفكر الوهابي، ويا من أساؤوا للجزيرة.","يا ساتر على التاريخ اللي ما يرحم! شوفوا أجدادكم يا اللي خنتوا. يا أنصار الصهيونية، ويا أصحاب الفكر الوهابي. يا أهل الجزيرة اللي ضيعتوها.","يا الله على التاريخ اللي ما بيرحم! شوفوا أجدادكم يا اللي خنتوا. يا جماعة الصهيونية، ويا أتباع الفكر الوهابي. يا اللي بالجزيرة، التاريخ بيكشف كل شي.","يا لهوي على التاريخ اللي ما بيرحمش! شوفوا أجدادكم يا اللي خنتوا. يا أنصار الصهيونية، ويا اللي ماشيين على الفكر الوهابي. يا اللي في الجزيرة، التاريخ هيفضح كل حاجة."
8991,train,MLMA,نتمني الشفاء للجرحي والرحمه للشهداء واللعنه لبني خنزير سعود وزايد وبريطانيا واميريكا ومرتزقتهم,"نتمنى الشفاء العاجل للجرحى والرحمة للشهداء. ونحمل المسؤولية الكاملة عما حدث للأنظمة المتورطة والداعمة، وعلى رأسها نظام آل سعود وآل زايد، بالإضافة إلى بريطانيا وأمريكا ومرتزقتهم.","نتمنى الشفاء العاجل للمصابين والرحمة للشهداء. ونحمل المسؤولية كاملة على الأنظمة المتورطة والداعمة، وعلى رأسها نظام آل سعود وآل زايد، ومعاهم بريطانيا وأمريكا ومرتزقتهم.","نتمنى الشفا العاجل للجرحى والرحمة للشهداء. وبنحمل المسؤولية كاملة للي صار للأنظمة المتورطة والداعمة، وعلى رأسها نظام آل سعود وآل زايد، ومعهم بريطانيا وأمريكا ومرتزقتهم.","نتمنى الشفا العاجل للجرحى والرحمة للشهداء. وبنحمل المسؤولية كاملة للي حصل للأنظمة المتورطة والداعمة، وعلى رأسهم نظام آل سعود وآل زايد، ومعاهم بريطانيا وأمريكا ومرتزقتهم."
8992,train,MLMA,لعنه الله عليهم خونه خنازير ابناء زنا ومتعه,"عار عليهم، هؤلاء الخونة.",يا للخزي من هالخونة.,"يا عيب الشوم عليهم، هدول خونة.","دول خونة، وعيب عليهم."
